Student Name,Phone Number,Email ID,Admission Type,Courses Taken,Tenth YOP,Tenth Percentage,Twelth YOP,Twelth Percentage,Degree Yop,Degree Stream,Degree Percentage,Masters Degree YOP,Masters Degree Stream,Masters Degree Percentage,Course_Enrollment_Date
Stud_08031,7997509165,Stud_08031@gmail.com,INC,Python Data Science,2020,98.24,2022,68.47,2025,BCA,81.67,2027,MTech,64.0,2026-10-04
Stud_08032,7752896897,Stud_08032@gmail.com,INC,Python Data Analytics,2019,78.21,2021,63.82,2024,Bcom,64.01,2026,MTech,88.0,2026-09-16
Stud_08033,6630911327,Stud_08033@gmail.com,PAID,Python Selenium,2020,97.0,2022,72.56,2025,Bsc,73.61,2027,MTech,89.0,2026-11-20
Stud_08034,8936159003,Stud_08034@gmail.com,PAID,Python Data Analytics,2017,71.2,2019,78.92,2022,Bsc,62.01,0,,,2022-06-28
Stud_08035,6218682340,Stud_08035@gmail.com,PAID,Python Data Analytics,2019,98.46,2021,72.26,2024,Bcom,87.71,2026,ME,39.0,2026-09-11
Stud_08036,9042121355,Stud_08036@gmail.com,PAID,Python Data Science,2020,85.19,2022,92.82,2025,BBA,90.5,0,,,2025-11-21
Stud_08037,9603171623,Stud_08037@gmail.com,PAID,Python Selenium,2020,79.16,2022,91.92,2025,BCA,64.26,2027,MTech,44.0,2026-05-11
Stud_08038,7975033998,Stud_08038@gmail.com,PAID,Python Selenium,2017,95.71,2019,70.31,2022,BBA,81.2,2024,MCA,78.0,2024-11-21
Stud_08039,8716843284,Stud_08039@gmail.com,INC,Python FullStack Development,2020,69.82,2022,94.21,2025,Bcom,65.87,2027,MTech,43.0,2026-02-28
Stud_08040,6867572755,Stud_08040@gmail.com,INC,Python FullStack Development,2018,78.26,2020,86.94,2024,BE,81.26,0,,,2024-09-25
Stud_08041,7086480143,Stud_08041@gmail.com,INC,Python Selenium,2017,74.86,2019,69.98,2022,BBA,85.01,2024,MCA,83.0,2024-08-26
Stud_08042,8189331622,Stud_08042@gmail.com,PAID,Python Data Analytics,2019,67.94,2021,60.71,2025,BE,60.43,2027,MCA,63.0,2026-02-19
Stud_08043,7777491556,Stud_08043@gmail.com,INC,Python FullStack Development,2018,72.1,2020,76.41,2023,Bsc,81.02,0,,,2023-12-25
Stud_08044,6865798996,Stud_08044@gmail.com,INC,Python Data Analytics,2019,98.24,2021,63.67,2024,BBA,78.44,2026,MTech,38.0,2026-02-28
Stud_08045,8108062958,Stud_08045@gmail.com,PAID,Python Data Science,2019,93.47,2021,89.94,2025,BE,76.88,2027,ME,55.0,2026-08-03
Stud_08046,7902228434,Stud_08046@gmail.com,PAID,Python Selenium,2019,87.33,2021,78.68,2025,BTech,66.22,2027,MCA,78.0,2026-06-04
Stud_08047,9491187751,Stud_08047@gmail.com,INC,Python FullStack Development,2018,85.16,2020,94.45,2023,BBA,98.17,0,,,2023-07-27
Stud_08048,6427113947,Stud_08048@gmail.com,INC,Python Data Science,2017,68.22,2019,91.57,2022,Bsc,72.9,2024,MTech,43.0,2024-07-28
Stud_08049,8645488625,Stud_08049@gmail.com,INC,Python Data Science,2019,80.39,2021,90.23,2024,Bcom,64.05,2026,MTech,48.0,2026-10-28
Stud_08050,6047856012,Stud_08050@gmail.com,INC,Python Data Science,2017,83.84,2019,81.07,2022,BCA,81.81,2024,ME,56.0,2024-08-17
Stud_08051,7289620363,Stud_08051@gmail.com,PAID,Python Data Science,2020,72.16,2022,94.05,2025,BBA,66.33,2027,MCA,77.0,2026-12-27
Stud_08052,6463186744,Stud_08052@gmail.com,INC,Python Data Analytics,2017,94.63,2019,96.4,2022,BCA,94.81,2024,MCA,71.0,2024-05-24
Stud_08053,6492936831,Stud_08053@gmail.com,PAID,Python Selenium,2019,96.1,2021,77.35,2024,Bcom,94.84,2026,ME,92.0,2026-01-28
Stud_08054,9878694424,Stud_08054@gmail.com,PAID,Python FullStack Development,2020,87.42,2022,72.07,2025,Bcom,83.75,2027,MTech,61.0,2026-02-19
Stud_08055,7832843188,Stud_08055@gmail.com,PAID,Python FullStack Development,2017,79.97,2019,60.58,2022,Bcom,68.23,2024,MTech,80.0,2024-02-12
Stud_08056,9338095630,Stud_08056@gmail.com,PAID,Python Data Science,2020,97.51,2022,81.74,2025,BBA,94.83,0,,,2025-01-07
Stud_08057,8166017619,Stud_08057@gmail.com,INC,Python Data Analytics,2020,85.96,2022,96.85,2025,BCA,88.92,2027,ME,86.0,2026-02-06
Stud_08058,9630830237,Stud_08058@gmail.com,PAID,Python FullStack Development,2018,66.54,2020,80.98,2023,BCA,71.65,2025,MCA,98.0,2025-03-27
Stud_08059,8044819653,Stud_08059@gmail.com,PAID,Python Data Science,2017,61.39,2019,90.94,2023,BE,61.26,2025,ME,62.0,2025-06-19
Stud_08060,9988908103,Stud_08060@gmail.com,PAID,Python Selenium,2017,80.14,2019,97.43,2023,BE,72.38,2025,ME,47.0,2025-01-02
Stud_08061,8200648749,Stud_08061@gmail.com,INC,Python Data Analytics,2017,96.78,2019,72.58,2023,BE,63.06,0,,,2023-05-27
Stud_08062,6120361084,Stud_08062@gmail.com,PAID,Python Data Analytics,2017,70.55,2019,68.75,2023,BTech,75.51,0,,,2023-02-22
Stud_08063,7399466820,Stud_08063@gmail.com,PAID,Python FullStack Development,2020,92.18,2022,60.33,2026,BTech,67.66,2028,ME,40.0,2026-08-13
Stud_08064,7893315661,Stud_08064@gmail.com,INC,Python Data Science,2019,92.37,2021,72.45,2024,BCA,98.87,2026,ME,40.0,2026-01-13
Stud_08065,9421637893,Stud_08065@gmail.com,PAID,Python Data Science,2018,75.8,2020,64.15,2024,BE,87.55,0,,,2024-06-01
Stud_08066,8929594264,Stud_08066@gmail.com,INC,Python Data Analytics,2020,93.79,2022,60.58,2026,BTech,94.07,2028,ME,48.0,2026-03-01
Stud_08067,9148977586,Stud_08067@gmail.com,INC,Python FullStack Development,2020,75.35,2022,60.32,2025,BCA,66.54,0,,,2025-06-16
Stud_08068,7747679587,Stud_08068@gmail.com,INC,Python Data Science,2018,77.49,2020,64.46,2023,BCA,65.14,0,,,2023-02-09
Stud_08069,9705831943,Stud_08069@gmail.com,INC,Python FullStack Development,2020,63.42,2022,95.77,2025,BBA,94.08,0,,,2025-06-14
Stud_08070,7734331345,Stud_08070@gmail.com,INC,Python Data Analytics,2017,70.89,2019,75.68,2023,BTech,60.73,0,,,2023-05-08
Stud_08071,6495577341,Stud_08071@gmail.com,INC,Python Selenium,2017,78.9,2019,65.68,2022,Bcom,70.81,2024,MCA,57.0,2024-01-04
Stud_08072,9385089820,Stud_08072@gmail.com,INC,Python Selenium,2020,93.66,2022,75.21,2025,BCA,64.13,0,,,2025-04-19
Stud_08073,7416871804,Stud_08073@gmail.com,PAID,Python Data Analytics,2017,67.0,2019,69.64,2022,BBA,91.33,2024,ME,52.0,2024-03-08
Stud_08074,6102394319,Stud_08074@gmail.com,PAID,Python Selenium,2019,85.73,2021,78.22,2025,BTech,68.12,2027,MTech,59.0,2026-01-22
Stud_08075,8650648095,Stud_08075@gmail.com,PAID,Python Selenium,2019,74.61,2021,92.72,2024,Bcom,86.86,2026,ME,36.0,2026-08-06
Stud_08076,8794325768,Stud_08076@gmail.com,PAID,Python Data Science,2020,83.89,2022,66.3,2025,BBA,76.42,2027,ME,49.0,2026-02-26
Stud_08077,7573046567,Stud_08077@gmail.com,PAID,Python FullStack Development,2020,71.88,2022,63.21,2026,BE,85.25,2028,MTech,36.0,2026-01-13
Stud_08078,7766019279,Stud_08078@gmail.com,PAID,Python FullStack Development,2020,93.19,2022,74.47,2025,BCA,75.86,0,,,2025-02-20
Stud_08079,9311775294,Stud_08079@gmail.com,INC,Python Data Science,2017,97.71,2019,74.69,2022,Bcom,69.62,2024,ME,46.0,2024-12-18
Stud_08080,9158190525,Stud_08080@gmail.com,PAID,Python Data Analytics,2017,61.37,2019,83.94,2023,BE,65.23,2025,ME,79.0,2025-07-03
Stud_08081,9501623441,Stud_08081@gmail.com,INC,Python Data Analytics,2018,67.54,2020,80.59,2024,BE,98.7,0,,,2024-11-03
Stud_08082,8628616146,Stud_08082@gmail.com,PAID,Python FullStack Development,2019,67.82,2021,95.45,2025,BE,78.53,2027,MCA,72.0,2026-08-10
Stud_08083,9561892521,Stud_08083@gmail.com,PAID,Python Data Science,2019,89.17,2021,80.77,2024,BCA,70.82,0,,,2024-07-10
Stud_08084,6384895633,Stud_08084@gmail.com,PAID,Python Data Analytics,2019,66.84,2021,87.07,2025,BE,81.54,2027,MCA,53.0,2026-08-23
Stud_08085,7676642301,Stud_08085@gmail.com,PAID,Python Data Analytics,2017,80.41,2019,97.59,2022,Bsc,88.83,2024,MCA,38.0,2024-10-17
Stud_08086,6166050653,Stud_08086@gmail.com,PAID,Python FullStack Development,2020,95.1,2022,85.1,2026,BTech,62.66,0,,,2026-10-12
Stud_08087,8665332804,Stud_08087@gmail.com,PAID,Python FullStack Development,2020,98.29,2022,97.1,2025,BBA,68.36,2027,ME,71.0,2026-07-22
Stud_08088,7409751067,Stud_08088@gmail.com,PAID,Python FullStack Development,2017,87.94,2019,88.0,2022,BCA,72.6,0,,,2022-12-11
Stud_08089,6649586995,Stud_08089@gmail.com,INC,Python Selenium,2017,82.05,2019,89.4,2022,Bcom,70.42,2024,MCA,98.0,2024-03-26
Stud_08090,8850662552,Stud_08090@gmail.com,INC,Python FullStack Development,2019,84.5,2021,89.45,2025,BE,92.5,2027,MTech,94.0,2026-07-24
Stud_08091,9104380666,Stud_08091@gmail.com,PAID,Python FullStack Development,2017,77.28,2019,70.87,2023,BE,82.8,2025,MCA,65.0,2025-12-09
Stud_08092,7693837995,Stud_08092@gmail.com,INC,Python Data Analytics,2019,76.75,2021,92.08,2025,BE,95.89,2027,ME,97.0,2026-08-13
Stud_08093,8202428600,Stud_08093@gmail.com,INC,Python Data Science,2017,77.71,2019,87.28,2022,Bsc,82.77,2024,ME,91.0,2024-04-07
Stud_08094,8622514434,Stud_08094@gmail.com,INC,Python Data Science,2019,84.44,2021,73.87,2024,Bsc,79.14,2026,MCA,58.0,2026-04-11
Stud_08095,6386518049,Stud_08095@gmail.com,PAID,Python Selenium,2020,91.12,2022,76.91,2025,Bsc,94.94,2027,MTech,62.0,2026-01-19
Stud_08096,9633121569,Stud_08096@gmail.com,PAID,Python Data Science,2017,83.4,2019,88.66,2022,BCA,79.96,2024,MCA,79.0,2024-10-23
Stud_08097,7141039830,Stud_08097@gmail.com,INC,Python FullStack Development,2020,62.57,2022,74.41,2025,BCA,93.5,0,,,2025-07-06
Stud_08098,8911614649,Stud_08098@gmail.com,PAID,Python Data Science,2018,88.71,2020,72.83,2023,BBA,79.84,0,,,2023-07-20
Stud_08099,8919469320,Stud_08099@gmail.com,PAID,Python FullStack Development,2020,69.87,2022,91.46,2026,BE,90.89,2028,MCA,86.0,2026-05-02
Stud_08100,9885144445,Stud_08100@gmail.com,PAID,Python Data Science,2020,95.12,2022,68.67,2025,Bcom,71.69,0,,,2025-12-28
Stud_08101,7904955282,Stud_08101@gmail.com,INC,Python Selenium,2020,80.14,2022,95.21,2025,BCA,86.15,2027,MTech,96.0,2026-03-28
Stud_08102,7486989258,Stud_08102@gmail.com,PAID,Python Data Science,2018,97.85,2020,96.58,2023,Bsc,96.75,2025,ME,81.0,2025-05-17
Stud_08103,9418861209,Stud_08103@gmail.com,INC,Python Data Analytics,2020,78.61,2022,64.3,2026,BE,89.37,0,,,2026-10-12
Stud_08104,6134488861,Stud_08104@gmail.com,PAID,Python Data Analytics,2017,81.16,2019,68.71,2023,BE,80.44,0,,,2023-11-03
Stud_08105,7154177528,Stud_08105@gmail.com,INC,Python Data Analytics,2019,72.32,2021,61.73,2024,Bcom,73.59,2026,MCA,71.0,2026-07-22
Stud_08106,7254775330,Stud_08106@gmail.com,INC,Python Data Science,2019,98.16,2021,74.59,2025,BTech,80.65,0,,,2025-11-22
Stud_08107,6053701742,Stud_08107@gmail.com,PAID,Python Selenium,2020,85.24,2022,87.36,2025,Bcom,79.4,0,,,2025-07-02
Stud_08108,8972461057,Stud_08108@gmail.com,INC,Python Data Science,2020,71.34,2022,66.71,2026,BE,62.07,2028,MCA,91.0,2026-02-15
Stud_08109,7101797026,Stud_08109@gmail.com,INC,Python Data Analytics,2020,67.58,2022,60.73,2026,BE,84.53,2028,ME,98.0,2026-04-19
Stud_08110,9936669408,Stud_08110@gmail.com,PAID,Python FullStack Development,2019,69.45,2021,95.75,2025,BE,68.92,2027,ME,53.0,2026-07-26
Stud_08111,7547634321,Stud_08111@gmail.com,PAID,Python Selenium,2020,78.36,2022,89.87,2026,BE,68.66,2028,MTech,68.0,2026-05-25
Stud_08112,7633831028,Stud_08112@gmail.com,INC,Python Data Analytics,2017,90.93,2019,87.33,2022,Bcom,76.91,0,,,2022-12-10
Stud_08113,7014304832,Stud_08113@gmail.com,PAID,Python Data Analytics,2018,71.17,2020,73.24,2023,BBA,88.13,2025,MTech,86.0,2025-05-03
Stud_08114,9774421852,Stud_08114@gmail.com,PAID,Python FullStack Development,2017,79.61,2019,97.16,2022,BCA,92.54,0,,,2022-02-09
Stud_08115,8842014623,Stud_08115@gmail.com,PAID,Python Selenium,2020,88.71,2022,93.34,2025,BBA,68.08,2027,MCA,86.0,2026-10-13
Stud_08116,8019754099,Stud_08116@gmail.com,INC,Python FullStack Development,2017,76.68,2019,66.6,2022,BCA,79.74,2024,MTech,62.0,2024-04-05
Stud_08117,7470519726,Stud_08117@gmail.com,PAID,Python Data Analytics,2019,95.6,2021,88.34,2025,BE,80.63,2027,MTech,51.0,2026-10-13
Stud_08118,8643439934,Stud_08118@gmail.com,PAID,Python Selenium,2018,98.13,2020,81.4,2023,BBA,62.4,2025,ME,60.0,2025-02-12
Stud_08119,6033926722,Stud_08119@gmail.com,INC,Python Data Science,2017,82.04,2019,64.89,2022,BCA,95.43,2024,ME,85.0,2024-05-16
Stud_08120,7338389058,Stud_08120@gmail.com,PAID,Python Data Science,2017,97.21,2019,82.93,2023,BTech,73.93,2025,MTech,51.0,2025-01-08
Stud_08121,6132063145,Stud_08121@gmail.com,INC,Python FullStack Development,2018,77.4,2020,96.43,2023,Bsc,64.64,2025,MTech,54.0,2025-06-28
Stud_08122,8160421843,Stud_08122@gmail.com,PAID,Python FullStack Development,2018,60.21,2020,65.2,2024,BTech,81.3,2026,ME,85.0,2026-06-26
Stud_08123,9118114644,Stud_08123@gmail.com,PAID,Python Data Analytics,2020,72.85,2022,82.45,2025,BCA,88.46,2027,MTech,41.0,2026-07-13
Stud_08124,8177728123,Stud_08124@gmail.com,INC,Python Selenium,2018,82.35,2020,66.82,2023,BCA,88.39,0,,,2023-11-06
Stud_08125,6267883691,Stud_08125@gmail.com,PAID,Python Data Science,2020,86.34,2022,72.22,2025,Bcom,91.68,2027,MTech,67.0,2026-12-10
Stud_08126,9061993985,Stud_08126@gmail.com,PAID,Python Data Analytics,2020,92.26,2022,89.67,2025,BBA,66.11,2027,MCA,50.0,2026-11-06
Stud_08127,6068797475,Stud_08127@gmail.com,INC,Python Selenium,2018,66.76,2020,65.0,2023,BBA,84.43,0,,,2023-08-15
Stud_08128,9232369752,Stud_08128@gmail.com,INC,Python FullStack Development,2017,95.59,2019,80.3,2022,BBA,71.86,0,,,2022-02-09
Stud_08129,6555088154,Stud_08129@gmail.com,INC,Python Data Science,2018,87.79,2020,96.53,2024,BTech,76.84,2026,MCA,74.0,2026-07-28
Stud_08130,7366791335,Stud_08130@gmail.com,PAID,Python Selenium,2018,81.33,2020,98.13,2023,BCA,69.36,0,,,2023-05-15
Stud_08131,6938483164,Stud_08131@gmail.com,PAID,Python FullStack Development,2019,81.52,2021,80.27,2025,BTech,84.6,0,,,2025-09-14
Stud_08132,9228448553,Stud_08132@gmail.com,INC,Python Data Science,2019,80.15,2021,66.51,2024,BBA,70.18,2026,MTech,97.0,2026-04-07
Stud_08133,8232558199,Stud_08133@gmail.com,PAID,Python FullStack Development,2018,67.39,2020,69.56,2023,Bsc,62.54,2025,ME,83.0,2025-12-06
Stud_08134,7798569649,Stud_08134@gmail.com,PAID,Python Selenium,2017,75.15,2019,81.69,2022,BCA,73.28,2024,MCA,89.0,2024-08-13
Stud_08135,7802697963,Stud_08135@gmail.com,INC,Python Data Analytics,2019,72.29,2021,88.62,2024,Bcom,97.81,2026,MCA,81.0,2026-06-21
Stud_08136,7277666934,Stud_08136@gmail.com,PAID,Python FullStack Development,2018,71.14,2020,86.96,2023,BCA,60.45,2025,MCA,49.0,2025-01-16
Stud_08137,8296767619,Stud_08137@gmail.com,PAID,Python Data Science,2017,86.62,2019,61.84,2023,BTech,82.94,0,,,2023-11-21
Stud_08138,9177499186,Stud_08138@gmail.com,PAID,Python Selenium,2018,76.08,2020,63.15,2024,BTech,63.82,2026,MCA,89.0,2026-11-20
Stud_08139,9349800294,Stud_08139@gmail.com,INC,Python Data Analytics,2020,68.79,2022,80.44,2026,BE,60.18,2028,MCA,49.0,2026-11-28
Stud_08140,8191819212,Stud_08140@gmail.com,INC,Python Data Analytics,2018,74.8,2020,60.1,2023,BCA,64.57,2025,MCA,41.0,2025-08-18
Stud_08141,8751285435,Stud_08141@gmail.com,PAID,Python FullStack Development,2020,95.7,2022,74.68,2026,BE,61.75,2028,MTech,49.0,2026-07-16
Stud_08142,8069044958,Stud_08142@gmail.com,INC,Python Selenium,2019,64.88,2021,88.76,2024,BBA,85.72,2026,MTech,92.0,2026-12-08
Stud_08143,9490548285,Stud_08143@gmail.com,PAID,Python Data Science,2018,89.94,2020,73.59,2023,BCA,79.89,2025,ME,78.0,2025-10-10
Stud_08144,9129024839,Stud_08144@gmail.com,PAID,Python FullStack Development,2017,97.49,2019,78.53,2022,BCA,87.74,2024,MCA,65.0,2024-01-27
Stud_08145,9954170528,Stud_08145@gmail.com,INC,Python Data Analytics,2020,68.28,2022,70.46,2025,BCA,75.69,2027,ME,51.0,2026-06-07
Stud_08146,7472088267,Stud_08146@gmail.com,INC,Python Data Analytics,2017,70.03,2019,71.82,2022,Bsc,91.74,2024,ME,72.0,2024-03-16
Stud_08147,9861815553,Stud_08147@gmail.com,PAID,Python Selenium,2019,98.17,2021,86.47,2024,BCA,85.76,2026,MCA,62.0,2026-01-28
Stud_08148,8861119173,Stud_08148@gmail.com,PAID,Python Data Analytics,2017,88.98,2019,68.73,2022,Bcom,61.11,0,,,2022-08-02
Stud_08149,8758133091,Stud_08149@gmail.com,INC,Python Data Science,2019,78.69,2021,97.68,2024,BBA,83.46,2026,MTech,43.0,2026-10-17
Stud_08150,8609013962,Stud_08150@gmail.com,PAID,Python Data Science,2018,74.66,2020,60.41,2023,Bsc,89.42,2025,ME,62.0,2025-09-05
Stud_08151,9718816984,Stud_08151@gmail.com,INC,Python Selenium,2018,87.05,2020,92.94,2023,BBA,82.76,2025,MCA,97.0,2025-09-17
Stud_08152,7228946439,Stud_08152@gmail.com,INC,Python Selenium,2017,83.2,2019,90.82,2022,BCA,79.44,2024,MCA,97.0,2024-09-11
Stud_08153,6344079657,Stud_08153@gmail.com,PAID,Python Data Science,2017,78.73,2019,84.65,2023,BTech,64.63,2025,MCA,79.0,2025-05-25
Stud_08154,6673312622,Stud_08154@gmail.com,PAID,Python Data Analytics,2018,97.42,2020,61.64,2024,BE,94.68,0,,,2024-11-18
Stud_08155,9983539315,Stud_08155@gmail.com,INC,Python Selenium,2020,70.47,2022,80.34,2025,Bsc,82.16,2027,ME,49.0,2026-11-02
Stud_08156,7920484692,Stud_08156@gmail.com,INC,Python Data Science,2020,62.9,2022,74.59,2025,BCA,60.46,2027,ME,62.0,2026-06-15
Stud_08157,6106977877,Stud_08157@gmail.com,INC,Python FullStack Development,2019,91.04,2021,66.17,2025,BTech,60.1,2027,ME,65.0,2026-06-19
Stud_08158,9086870538,Stud_08158@gmail.com,PAID,Python Selenium,2017,80.98,2019,69.7,2023,BTech,64.25,2025,ME,93.0,2025-08-01
Stud_08159,6520182445,Stud_08159@gmail.com,INC,Python Data Analytics,2020,61.0,2022,86.41,2026,BE,74.53,2028,ME,81.0,2026-02-21
Stud_08160,8951707547,Stud_08160@gmail.com,INC,Python Data Analytics,2020,94.03,2022,93.04,2025,BCA,86.27,2027,MTech,38.0,2026-10-23
Stud_08161,7815495602,Stud_08161@gmail.com,INC,Python Data Science,2019,88.18,2021,73.39,2024,Bcom,92.36,2026,MCA,86.0,2026-11-24
Stud_08162,7424770612,Stud_08162@gmail.com,INC,Python FullStack Development,2020,83.82,2022,89.51,2025,BCA,81.41,0,,,2025-05-24
Stud_08163,8968145035,Stud_08163@gmail.com,PAID,Python Selenium,2018,68.04,2020,91.06,2023,BBA,93.8,2025,MCA,39.0,2025-08-24
Stud_08164,7568468984,Stud_08164@gmail.com,PAID,Python Data Analytics,2018,92.13,2020,62.26,2023,BCA,80.16,2025,MTech,58.0,2025-04-06
Stud_08165,7792245727,Stud_08165@gmail.com,INC,Python Selenium,2020,94.35,2022,66.81,2025,Bcom,76.58,2027,MTech,55.0,2026-05-26
Stud_08166,6787056858,Stud_08166@gmail.com,PAID,Python Data Science,2017,74.28,2019,61.36,2023,BTech,74.43,0,,,2023-02-25
Stud_08167,8065701814,Stud_08167@gmail.com,PAID,Python Data Analytics,2017,74.48,2019,67.22,2023,BE,79.99,2025,ME,42.0,2025-12-10
Stud_08168,7261293983,Stud_08168@gmail.com,INC,Python FullStack Development,2019,65.46,2021,60.94,2024,Bcom,84.16,2026,ME,46.0,2026-12-12
Stud_08169,7047444576,Stud_08169@gmail.com,INC,Python Data Analytics,2018,78.15,2020,75.5,2023,BCA,80.86,0,,,2023-04-14
Stud_08170,6362416014,Stud_08170@gmail.com,PAID,Python Data Science,2019,96.76,2021,90.86,2024,BCA,85.13,2026,MCA,43.0,2026-06-18
Stud_08171,6997227385,Stud_08171@gmail.com,PAID,Python Data Analytics,2018,94.14,2020,73.92,2023,Bcom,73.47,0,,,2023-09-22
Stud_08172,8797702284,Stud_08172@gmail.com,INC,Python Data Science,2020,93.0,2022,91.42,2026,BE,97.54,2028,MCA,63.0,2026-01-02
Stud_08173,9402153399,Stud_08173@gmail.com,INC,Python Data Analytics,2017,60.43,2019,86.18,2022,Bsc,94.34,2024,MCA,68.0,2024-03-26
Stud_08174,8152549180,Stud_08174@gmail.com,PAID,Python Data Analytics,2019,75.25,2021,94.7,2024,BBA,96.8,2026,ME,55.0,2026-05-22
Stud_08175,6375111299,Stud_08175@gmail.com,PAID,Python FullStack Development,2018,81.72,2020,88.94,2024,BTech,64.17,2026,MCA,44.0,2026-01-20
Stud_08176,9462083276,Stud_08176@gmail.com,INC,Python Data Science,2019,97.8,2021,74.02,2024,Bsc,79.27,2026,MCA,35.0,2026-05-02
Stud_08177,9583220796,Stud_08177@gmail.com,INC,Python Data Science,2020,93.57,2022,84.02,2025,BBA,60.25,2027,MTech,70.0,2026-02-22
Stud_08178,9027119273,Stud_08178@gmail.com,INC,Python Data Science,2018,72.1,2020,64.42,2023,Bcom,97.11,0,,,2023-09-21
Stud_08179,6959820431,Stud_08179@gmail.com,PAID,Python Selenium,2019,86.21,2021,65.98,2025,BTech,82.46,2027,MTech,82.0,2026-02-17
Stud_08180,7387029148,Stud_08180@gmail.com,PAID,Python Selenium,2018,97.95,2020,71.76,2023,Bcom,90.87,2025,ME,91.0,2025-09-11
Stud_08181,9393398288,Stud_08181@gmail.com,INC,Python Selenium,2019,68.77,2021,68.25,2024,Bsc,63.94,2026,ME,74.0,2026-06-17
Stud_08182,6513761827,Stud_08182@gmail.com,INC,Python Selenium,2017,85.25,2019,71.78,2023,BE,87.39,2025,ME,35.0,2025-09-02
Stud_08183,9733790422,Stud_08183@gmail.com,PAID,Python FullStack Development,2017,93.26,2019,92.46,2022,Bsc,81.88,2024,MTech,65.0,2024-03-23
Stud_08184,7469655680,Stud_08184@gmail.com,PAID,Python Data Analytics,2020,61.51,2022,82.66,2025,BBA,98.29,2027,MCA,92.0,2026-02-17
Stud_08185,9599221093,Stud_08185@gmail.com,INC,Python Selenium,2019,71.71,2021,83.92,2024,Bsc,71.7,2026,MCA,65.0,2026-02-09
Stud_08186,9614609338,Stud_08186@gmail.com,INC,Python FullStack Development,2018,82.7,2020,93.59,2023,BBA,95.43,2025,ME,38.0,2025-06-11
Stud_08187,6298205609,Stud_08187@gmail.com,PAID,Python Data Science,2017,96.06,2019,92.39,2022,BBA,98.85,0,,,2022-05-07
Stud_08188,9109019118,Stud_08188@gmail.com,PAID,Python FullStack Development,2020,87.07,2022,83.66,2026,BTech,79.43,2028,MCA,81.0,2026-06-08
Stud_08189,9504908332,Stud_08189@gmail.com,PAID,Python FullStack Development,2019,93.71,2021,81.04,2025,BE,85.57,2027,MTech,36.0,2026-12-18
Stud_08190,6153886639,Stud_08190@gmail.com,INC,Python Selenium,2020,62.58,2022,75.61,2026,BE,75.94,2028,MTech,48.0,2026-06-19
Stud_08191,7693972547,Stud_08191@gmail.com,INC,Python FullStack Development,2018,70.36,2020,90.25,2024,BE,84.02,2026,MTech,85.0,2026-01-11
Stud_08192,9709496860,Stud_08192@gmail.com,INC,Python Data Analytics,2019,72.84,2021,73.91,2025,BE,90.49,2027,MCA,93.0,2026-03-22
Stud_08193,8874964253,Stud_08193@gmail.com,INC,Python Selenium,2018,94.87,2020,84.14,2023,Bsc,95.35,2025,ME,71.0,2025-01-27
Stud_08194,8834114591,Stud_08194@gmail.com,INC,Python FullStack Development,2018,94.34,2020,87.18,2023,Bsc,93.11,2025,ME,37.0,2025-07-21
Stud_08195,9147401881,Stud_08195@gmail.com,INC,Python Data Analytics,2020,61.74,2022,65.44,2025,Bcom,71.95,0,,,2025-06-10
Stud_08196,7781896384,Stud_08196@gmail.com,PAID,Python Data Science,2018,75.15,2020,98.26,2023,Bsc,62.02,2025,MTech,37.0,2025-02-10
Stud_08197,8442344334,Stud_08197@gmail.com,PAID,Python Data Analytics,2019,60.92,2021,93.21,2025,BE,98.3,2027,MCA,56.0,2026-09-20
Stud_08198,7579170214,Stud_08198@gmail.com,PAID,Python Selenium,2017,68.41,2019,67.05,2022,BBA,97.88,2024,MTech,94.0,2024-07-07
Stud_08199,9789310503,Stud_08199@gmail.com,PAID,Python Data Analytics,2017,92.69,2019,82.66,2022,Bsc,98.12,2024,MCA,94.0,2024-08-23
Stud_08200,6409039335,Stud_08200@gmail.com,INC,Python Data Analytics,2020,88.1,2022,65.49,2026,BE,64.25,2028,MTech,60.0,2026-08-27
Stud_08201,8544849531,Stud_08201@gmail.com,INC,Python Selenium,2019,69.76,2021,98.2,2024,BCA,89.62,2026,ME,75.0,2026-12-07
Stud_08202,6300098529,Stud_08202@gmail.com,PAID,Python Selenium,2018,74.09,2020,93.88,2023,Bsc,95.39,0,,,2023-11-16
Stud_08203,8421200182,Stud_08203@gmail.com,PAID,Python Data Analytics,2017,80.32,2019,74.32,2023,BE,84.36,2025,ME,64.0,2025-11-20
Stud_08204,8376471937,Stud_08204@gmail.com,INC,Python FullStack Development,2018,92.93,2020,84.91,2024,BTech,60.53,2026,ME,52.0,2026-06-04
Stud_08205,7246252018,Stud_08205@gmail.com,INC,Python Selenium,2019,91.11,2021,82.54,2024,Bcom,96.41,2026,MTech,89.0,2026-07-26
Stud_08206,8208507013,Stud_08206@gmail.com,PAID,Python Data Analytics,2017,80.04,2019,94.87,2022,BCA,66.5,2024,ME,67.0,2024-04-23
Stud_08207,6244225480,Stud_08207@gmail.com,PAID,Python Selenium,2020,90.95,2022,78.79,2026,BTech,63.63,2028,MTech,80.0,2026-04-12
Stud_08208,6116476611,Stud_08208@gmail.com,PAID,Python Selenium,2020,91.34,2022,71.6,2025,BCA,70.25,2027,ME,86.0,2026-06-03
